trip_id,driver_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_464,driver_6,2025-07-09 18:10:38,2025-07-09 18:54:38,573 Beeman Path,1356 Bertha Rapids,35.28,completed
trip_465,driver_26,2025-07-09 18:23:33,2025-07-09 18:49:33,790 Elm Turnpike,462 Malden Lodge,,cancelled
trip_466,driver_43,2025-07-09 18:56:50,2025-07-09 19:40:50,1010 Taraval Plaza,192 Coldspring Pine,28.92,in_progress
trip_467,driver_32,2025-07-09 18:57:51,2025-07-09 19:06:51,,1367 Sala Green,25.43,completed
trip_468,driver_34,2025-07-09 18:15:14,2025-07-09 18:29:14,143 Osceola Walk,737 Music Concourse Access Parkway,33.51,completed
trip_469,driver_16,2025-07-09 18:01:34,2025-07-09 18:14:34,1117 Norfolk Grove,676 Hamilton Shore,8.09,completed
trip_470,driver_10,2025-07-09 18:53:40,2025-07-09 19:39:40,905 Cuesta Street,1027 Black Annex,35.25,completed
trip_471,driver_19,2025-07-09 18:02:00,2025-07-09 18:24:00,1242 Villa Bayou,326 Standish Parkway,14.13,completed
trip_472,driver_16,2025-07-09 18:00:32,2025-07-09 19:00:32,1387 Olympic Country Club Motorway,88 La Bica Hills,25.62,completed
trip_473,driver_13,2025-07-09 18:57:42,2025-07-09 19:41:42,846 Langton Arcade,1010 Gateview 3 Spur,21.23,completed
trip_474,driver_37,2025-07-09 18:36:11,2025-07-09 19:20:11,389 Automobile Route,825 Natick Avenue,16.58,completed
trip_475,driver_20,2025-07-09 18:32:27,2025-07-09 19:19:27,846 Nautilus Mews,1304 Dock Lodge,47.01,completed
trip_476,driver_24,2025-07-09 18:43:08,2025-07-09 19:14:08,865 Lendrum Turnpike,1101 Gladeview Shore,49.71,completed
trip_477,driver_43,2025-07-09 18:57:41,2025-07-09 19:27:41,680 Rosa Parks Lake,365 South Hill Expressway,10.31,completed
trip_478,driver_43,2025-07-09 18:36:08,2025-07-09 19:12:08,1280 Quesada Alley,1104 Earl Stravenue,,completed
trip_479,driver_42,2025-07-09 18:28:08,2025-07-09 18:47:08,1069 Chula Plaza,1142 Palos Bayou,34.05,completed
trip_480,driver_19,2025-07-09 18:53:48,2025-07-09 19:53:48,515 Compton Mall,1103 Market Street,35.03,completed
trip_481,driver_3,2025-07-09 18:00:37,2025-07-09 18:38:37,1231 Junipero Serra Trail,421 Chaves Shore,41.78,completed
trip_482,driver_49,2025-07-09 18:02:07,2025-07-09 18:46:07,724 Diamond Heights Drive,591 Cassandra Estate,16.42,in_progress
trip_483,driver_41,2025-07-09 18:36:04,2025-07-09 19:01:04,1064 Ellis Landing,862 Alvarado Estate,6.62,completed
trip_484,driver_20,2025-07-09 18:00:29,2025-07-09 18:47:29,31 Jakey Court,517 Marshall Walk,29.11,completed
trip_485,driver_18,2025-07-09 18:05:01,2025-07-09 19:02:01,936 Aquavista Junction,,25.34,completed
trip_486,driver_45,2025-07-09 18:07:10,2025-07-09 18:24:10,905 Wilder Stravenue,1029 Malden Hills,33.37,completed
trip_487,driver_48,2025-07-09 18:40:57,2025-07-09 19:02:57,941 Baywood Heights,1304 Lowell Route,32.87,completed
trip_488,driver_11,2025-07-09 18:40:15,2025-07-09 18:57:15,989 Burrows Field,189 Ggp Access Road Lake,47.63,completed
trip_489,driver_39,2025-07-09 18:46:53,2025-07-09 19:21:53,935 Boalt Road,448 Cascade Bridge,14.04,completed
trip_490,driver_40,2025-07-09 18:09:40,2025-07-09 19:03:40,,1146 Bayside Village Turnpike,44.05,completed
trip_491,driver_35,2025-07-09 18:46:05,2025-07-09 19:15:05,1015 Sonora Viaduct,951 Hallam Annex,31.02,completed
trip_492,driver_36,2025-07-09 18:53:56,2025-07-09 19:21:56,1189 Park Lodge,61 San Fernando Heights,20.63,completed
trip_493,driver_8,2025-07-09 18:32:39,2025-07-09 18:45:39,409 Farragut Rapids,275 Salinas Row,7.57,completed
trip_494,driver_22,2025-07-09 18:24:28,2025-07-09 19:23:28,897 Nauman Extension,162 Child Run,18.12,completed
trip_495,driver_30,2025-07-09 18:27:51,2025-07-09 18:33:51,1379 Industrial Gardens,1211 Bonview Crescent,47.67,completed
trip_496,driver_21,2025-07-09 18:30:21,2025-07-09 19:12:21,1304 Wills Row,335 Healy Avenue,31.93,completed
trip_497,driver_3,2025-07-09 18:33:52,2025-07-09 19:01:52,273 Aladdin Estate,1369 Union Canyon,26.53,completed
trip_498,driver_38,2025-07-09 18:53:43,2025-07-09 19:18:43,897 Lakeview Court,1278 Harbor Lane,19.1,completed
trip_499,driver_50,2025-07-09 18:26:37,2025-07-09 19:13:37,449 Gloria Expressway,715 Romain Freeway,5.77,completed
trip_500,driver_16,2025-07-09 18:53:58,2025-07-09 19:29:58,1003 Claude Row,140 Ervine Stravenue,47.25,completed
trip_501,driver_37,2025-07-09 18:14:29,2025-07-09 18:24:29,618 Catalina Place,1329 Amethyst Bypass,47.13,completed
trip_502,driver_19,2025-07-09 18:56:28,2025-07-09 19:45:28,314 Jewett Viaduct,879 Lobos Bridge,34.23,completed
trip_503,driver_2,2025-07-09 18:27:28,2025-07-09 19:05:28,934 Priest Route,231 Brumiss Motorway,36.57,completed
trip_504,driver_47,2025-07-09 18:30:09,2025-07-09 19:14:09,880 Mangels Route,857 Dorland Creek,17.5,completed
trip_505,driver_37,2025-07-09 18:02:31,2025-07-09 18:23:31,921 Chain Of Lakes Viaduct,549 Harry Point,44.55,completed
trip_506,driver_28,2025-07-09 18:34:29,2025-07-09 19:31:29,545 Bigelow Pine,48 Byxbee Trail,,completed
trip_507,driver_18,2025-07-09 18:33:02,2025-07-09 18:52:02,149 Juanita Freeway,493 Golding Center,,in_progress
trip_508,driver_3,2025-07-09 18:40:01,2025-07-09 19:03:01,309 Willie B Kennedy Annex,506 Brady Bridge,23.02,completed
trip_509,driver_26,2025-07-09 18:52:06,2025-07-09 19:06:06,1302 Mallorca Garden,697 Jersey Cove,49.92,completed
trip_510,driver_6,2025-07-09 18:00:06,2025-07-09 18:52:06,1099 Langton Run,818 Schofield Crossing,30.18,completed
trip_511,driver_25,2025-07-09 18:55:30,2025-07-09 19:55:30,1002 Third Manor,705 Battery Wagner Rapids,19.97,completed
trip_512,driver_16,2025-07-09 18:20:30,2025-07-09 19:13:30,730 Dakota Row,442 Richter Parkway,37.0,completed
trip_513,driver_7,2025-07-09 18:20:47,2025-07-09 18:44:47,1385 Forest View Bayou,142 Moore Bypass,14.81,completed
trip_514,driver_5,2025-07-09 18:07:32,2025-07-09 19:05:32,282 Rayburn Trace,676 Arkansas Place,5.03,completed
trip_515,driver_48,2025-07-09 18:03:27,2025-07-09 19:02:27,457 Blake Creek,1244 Candlestick Point Sra Canyon,27.02,completed
trip_516,driver_9,2025-07-09 18:43:50,2025-07-09 19:10:50,815 Copper Street,878 Raymond Station,40.74,in_progress
trip_517,driver_47,2025-07-09 18:24:58,2025-07-09 18:33:58,444 Forest View Loop,765 Von Schmidt Mall,21.62,completed
trip_518,driver_31,2025-07-09 18:40:49,2025-07-09 19:29:49,1305 Bliss Field,1348 Cochrane Trail,14.15,completed
trip_519,driver_28,2025-07-09 18:47:51,2025-07-09 19:45:51,448 Cunningham Shore,312 Paraiso Pine,,completed
trip_520,driver_12,2025-07-09 18:09:53,2025-07-09 18:23:53,132 Prescott Green,302 Hester Mall,17.04,completed
trip_521,driver_49,2025-07-09 18:19:58,2025-07-09 18:48:58,1129 Burritt Point,996 Agua Arcade,36.65,completed
trip_522,driver_40,2025-07-09 18:52:03,2025-07-09 19:50:03,822 Van Buren Motorway,382 Anza Point,23.83,completed
trip_523,driver_34,2025-07-09 18:58:18,2025-07-09 19:11:18,,,31.52,completed
trip_524,driver_11,2025-07-09 18:00:54,2025-07-09 18:29:54,615 Bernard Pass,1045 Cleo Rand Mall,,completed
trip_525,driver_40,2025-07-09 18:58:03,2025-07-09 19:37:03,745 Ocean Vista Shore,714 Mark Bypass,14.62,completed
trip_526,driver_18,2025-07-09 18:02:06,2025-07-09 18:26:06,,1263 Rico Bayou,46.42,completed
trip_527,driver_2,2025-07-09 18:30:24,2025-07-09 18:51:24,1111 Nido Estate,1389 Saint Marys Lane,,completed
trip_528,driver_26,2025-07-09 18:39:00,2025-07-09 18:49:00,488 Wayne Crescent,1196 Ozbourn Field,33.79,completed
trip_529,driver_37,2025-07-09 18:29:30,2025-07-09 18:39:30,1152 Niagara Creek,644 Spring Valley Hills,49.62,completed
trip_530,driver_10,2025-07-09 18:35:36,2025-07-09 18:51:36,167 Thorne Trail,626 Exeter Road,15.92,completed
trip_531,driver_32,2025-07-09 18:01:09,2025-07-09 18:45:09,,424 Genoa Grove,5.56,completed
trip_532,driver_47,2025-07-09 18:26:50,2025-07-09 18:33:50,436 Santa Rita Station,1355 Ocean Vista Avenue,25.69,completed
trip_533,driver_48,2025-07-09 18:34:38,2025-07-09 19:19:38,364 Newton Glen,16 Western Shore Spur,22.21,completed
trip_534,driver_16,2025-07-09 18:00:41,2025-07-09 18:32:41,507 Innes Grove,1087 Rockaway Pass,16.55,completed
trip_535,driver_15,2025-07-09 18:34:00,2025-07-09 19:25:00,1127 Osage Bypass,34 Otter Cove Row,18.17,completed
trip_536,driver_15,2025-07-09 18:39:28,2025-07-09 19:31:28,71 New Montgomery Heights,73 India Ranch,16.43,completed
trip_537,driver_23,2025-07-09 18:39:06,2025-07-09 18:55:06,310 Gerard Point,931 Burgoyne Bayou,,completed
trip_538,driver_34,2025-07-09 18:47:34,2025-07-09 18:52:34,720 Schofield Expressway,959 Niantic Drive,48.2,completed
trip_539,driver_24,2025-07-09 17:19:18,2025-07-09 18:15:18,326 Clayton Stravenue,851 Vassar Canyon,32.66,completed
trip_540,driver_44,2025-07-09 17:48:31,2025-07-09 18:29:31,718 Kate Station,232 Lunado Pass,44.09,completed
trip_541,driver_14,2025-07-09 17:49:35,2025-07-09 17:57:35,704 Wallen Heights,723 Temescal Hills,,in_progress
trip_542,driver_9,2025-07-09 17:53:46,2025-07-09 18:34:46,1280 Clipper Cove Gardens,1263 Dorado Boulevard,15.45,completed
trip_543,driver_9,2025-07-09 17:52:07,2025-07-09 18:02:07,376 Espanola Boulevard,,40.54,completed
trip_544,driver_20,2025-07-09 17:21:59,2025-07-09 17:47:59,1066 Richardson Highway,403 Tingley Alley,23.65,completed
trip_545,driver_26,2025-07-09 17:50:44,2025-07-09 18:38:44,716 Flora Creek,108 Hulbert Landing,,completed
trip_546,driver_32,2025-07-09 17:35:22,2025-07-09 18:13:22,1313 Hillview Grove,1284 Wallace Loop,9.93,completed
trip_547,driver_34,2025-07-09 17:13:30,2025-07-09 18:13:30,179 Cook Green,1100 Mojave Plaza,42.43,completed
trip_548,driver_43,2025-07-09 17:07:18,2025-07-09 17:25:18,996 Legion Junction,966 Sansome Lake,44.48,completed
trip_549,driver_13,2025-07-09 17:45:01,2025-07-09 18:29:01,1041 Ccsf Parking Lot Center,869 Warren Path,41.93,completed
trip_550,driver_48,2025-07-09 17:17:48,2025-07-09 17:58:48,132 Meadowbrook Motorway,669 Fisher Bypass,10.16,completed
trip_551,driver_42,2025-07-09 17:13:57,2025-07-09 17:58:57,,459 Taraval Ferry,40.69,completed
trip_552,driver_1,2025-07-09 17:51:50,2025-07-09 18:30:50,,366 Greely Pine,7.98,completed
trip_553,driver_8,2025-07-09 17:29:44,2025-07-09 18:27:44,773 Bigelow Landing,367 Missouri Grove,16.2,completed
trip_554,driver_24,2025-07-09 17:55:35,2025-07-09 18:00:35,1311 Mcrae Ferry,61 Garlington Arcade,20.31,completed
trip_555,driver_21,2025-07-09 17:57:47,2025-07-09 18:54:47,1133 California Landing,886 Page Parkway,37.74,completed
trip_556,driver_33,2025-07-09 17:08:40,2025-07-09 18:06:40,1339 Drummond Spur,199 Waller Hill,30.31,completed
trip_557,driver_22,2025-07-09 17:36:51,2025-07-09 18:14:51,,1025 Fontinella Boulevard,8.19,completed
trip_558,driver_33,2025-07-09 17:12:10,2025-07-09 17:21:10,1210 Caledonia Expressway,867 Gaven Plaza,34.82,completed
trip_559,driver_2,2025-07-09 17:57:32,2025-07-09 18:55:32,1009 Bowley Alley,1142 Howard Court,27.14,completed
trip_560,driver_16,2025-07-09 17:46:55,2025-07-09 18:06:55,1228 Admiral Cove,134 Urbano Gardens,45.52,completed
trip_561,driver_39,2025-07-09 17:00:02,2025-07-09 17:44:02,374 Wheeler Crescent,28 Ceres Lodge,28.65,completed
trip_562,driver_39,2025-07-09 17:12:17,2025-07-09 17:24:17,784 Los Palmos Street,1171 Lapidge Gardens,33.29,completed
trip_563,driver_33,2025-07-09 17:46:16,2025-07-09 17:51:16,1172 Cragmont Road,1365 Berkshire Bend,37.14,completed
trip_564,driver_36,2025-07-09 17:38:31,2025-07-09 18:23:31,954 Palm Square,365 Pioche Alley,,cancelled
trip_565,driver_38,2025-07-09 17:42:53,2025-07-09 18:21:53,1218 Cornwall Park,168 Cambon Pike,20.46,completed
trip_566,driver_6,2025-07-09 17:17:14,2025-07-09 17:57:14,427 Underwood Bayou,1342 Barneveld Pass,46.79,completed
trip_567,driver_11,2025-07-09 17:08:39,2025-07-09 17:48:39,936 Hutchins Grove,103 Claude Row,29.51,completed
trip_568,driver_5,2025-07-09 17:51:00,2025-07-09 18:28:00,1122 Poppy Walk,724 Zircon Estate,31.67,completed
trip_569,driver_4,2025-07-09 17:03:04,2025-07-09 17:52:04,127 Banbury Junction,892 Hawes Stravenue,14.33,completed
trip_570,driver_18,2025-07-09 17:55:55,2025-07-09 18:22:55,321 Moscow Bayou,1021 Conwell Expressway,24.17,completed
trip_571,driver_6,2025-07-09 17:35:03,2025-07-09 18:01:03,817 Battery Caulfield Point,352 Cordelia Junction,22.2,completed
trip_572,driver_31,2025-07-09 17:35:40,2025-07-09 17:51:40,180 Gorgas Cove,1189 Richard Henry Dana Landing,44.38,completed
trip_573,driver_15,2025-07-09 17:09:13,2025-07-09 17:59:13,442 Kansas Ranch,2 Russia Highway,33.78,completed
trip_574,driver_38,2025-07-09 17:23:43,2025-07-09 18:08:43,69 North Court,,12.71,completed
trip_575,driver_16,2025-07-09 17:53:17,2025-07-09 18:17:17,428 Nantucket Road,265 El Polin Route,48.15,completed
trip_576,driver_4,2025-07-09 17:01:00,2025-07-09 17:06:00,197 Conrad Bridge,444 Arguello Bend,38.6,completed
trip_577,driver_11,2025-07-09 17:02:31,2025-07-09 17:34:31,295 Kobbe Creek,865 Colon Station,30.51,completed
trip_578,driver_13,2025-07-09 17:07:17,2025-07-09 17:32:17,81 Orizaba Landing,1080 Lakewood Hill,16.49,completed
trip_579,driver_47,2025-07-09 17:47:39,2025-07-09 18:14:39,760 Peninsula Hills,980 Gateview 3 Road,49.68,completed
trip_580,driver_22,2025-07-09 17:15:53,2025-07-09 17:52:53,847 Santos Stravenue,,31.01,completed
trip_581,driver_42,2025-07-09 17:58:40,2025-07-09 18:05:40,1220 Waltham Ferry,544 San Lorenzo Trail,9.01,completed
trip_582,driver_6,2025-07-09 17:51:23,2025-07-09 18:20:23,199 Commer Center,661 Lloyd Trail,,cancelled
trip_583,driver_16,2025-07-09 17:20:48,2025-07-09 17:34:48,797 Ardath Path,340 Battery Safford Gardens,19.62,completed
trip_584,driver_19,2025-07-09 17:24:40,2025-07-09 18:19:40,524 Crestwell Route,1273 Cleo Rand Park,8.59,completed
trip_585,driver_9,2025-07-09 17:18:00,2025-07-09 18:18:00,122 Cordelia Heights,177 Arago Avenue,30.6,completed
trip_586,driver_30,2025-07-09 17:30:28,2025-07-09 18:13:28,352 Myrtle Stravenue,530 Stanyan Square,24.83,completed
trip_587,driver_50,2025-07-09 17:30:30,2025-07-09 18:22:30,31 Wawona Cove,828 Kamille Route,14.98,completed
trip_588,driver_1,2025-07-09 17:08:28,2025-07-09 18:03:28,357 Lippard Trail,281 Gonzalez Trail,8.45,completed
trip_589,driver_29,2025-07-09 17:25:53,2025-07-09 18:13:53,826 Bernard Street,40 Merrie Court,47.59,completed
trip_590,driver_42,2025-07-09 17:14:06,2025-07-09 17:56:06,10 Los Palmos Garden,258 Park Hill Rapids,49.62,completed
trip_591,driver_27,2025-07-09 17:39:51,2025-07-09 18:23:51,838 Claude Run,902 Kingston Bend,37.26,completed
trip_592,driver_13,2025-07-09 17:23:37,2025-07-09 17:42:37,846 Moore Mall,993 Grattan Circle,17.87,completed
trip_593,driver_19,2025-07-09 17:44:46,2025-07-09 18:07:46,1334 Gladstone Landing,635 Geneva Mews,43.33,completed
trip_594,driver_22,2025-07-09 17:02:36,2025-07-09 17:13:36,590 Adam Bridge,363 Taber Place,24.96,completed
trip_595,driver_40,2025-07-09 17:15:04,2025-07-09 18:06:04,200 Lakeshore Heights,936 Gates Freeway,5.5,completed
trip_596,driver_30,2025-07-09 17:28:14,2025-07-09 18:21:14,813 Leona Parkway,972 Marietta Annex,33.57,completed
trip_597,driver_4,2025-07-09 17:53:49,2025-07-09 18:05:49,119 Carrie Landing,1077 Candyland Trace,16.35,completed
trip_598,driver_10,2025-07-09 17:12:30,2025-07-09 18:06:30,559 Spring Row,120 Weston Grove,10.53,completed
trip_599,driver_11,2025-07-09 17:14:15,2025-07-09 17:31:15,574 Glenview Pine,205 Steuben Field,6.83,completed
trip_600,driver_28,2025-07-09 17:32:36,2025-07-09 18:11:36,609 Lower Ferry,964 Lobos Street,23.41,completed
trip_601,driver_17,2025-07-09 17:33:20,2025-07-09 18:22:20,732 Torney Point,588 Mahan Run,26.65,completed
trip_602,driver_38,2025-07-09 17:41:47,2025-07-09 18:20:47,945 Daniel Burnham Annex,35 Victoria Run,44.54,completed
trip_603,driver_28,2025-07-09 17:18:02,2025-07-09 17:40:02,1040 Douglass Arcade,366 Kissling Path,11.73,completed
trip_604,driver_24,2025-07-09 17:25:39,2025-07-09 18:22:39,1105 La Ferrera Ferry,320 Science Estate,47.29,completed
trip_605,driver_17,2025-07-09 17:24:34,2025-07-09 18:20:34,1375 Towerside Parkway,662 Veterans Bend,26.07,completed
trip_606,driver_25,2025-07-09 17:41:14,2025-07-09 18:36:14,779 Onondaga Station,187 Leo Hills,45.3,completed
trip_607,driver_19,2025-07-09 17:09:17,2025-07-09 18:04:17,1173 Adolph Sutro Extension,740 Patten Estate,46.84,completed
trip_608,driver_2,2025-07-09 17:13:37,2025-07-09 17:52:37,833 Burrows Trail,362 Judson Alley,26.64,completed
trip_609,driver_48,2025-07-09 17:53:18,2025-07-09 18:38:18,1208 Beeman Path,399 Forest View Hill,5.07,completed
trip_610,driver_27,2025-07-09 17:53:53,2025-07-09 18:52:53,310 Custom House Canyon,1139 Zeno Field,,in_progress
trip_611,driver_22,2025-07-09 17:58:08,2025-07-09 18:10:08,122 San Carlos Park,762 Prado Bend,26.08,cancelled
trip_612,driver_50,2025-07-09 17:45:00,2025-07-09 18:35:00,189 Nancy Pelosi Center,116 Wisconsin Lane,8.62,completed
trip_613,driver_26,2025-07-09 17:02:29,2025-07-09 17:31:29,1312 Grand View Creek,819 Gladys Hill,39.72,completed
trip_614,driver_27,2025-07-09 17:45:58,2025-07-09 18:14:58,268 Pine Lane,318 Cranleigh Route,8.96,completed
trip_615,driver_3,2025-07-09 17:50:38,2025-07-09 18:28:38,911 Merriam Run,527 Sylvan Arcade,34.64,completed
trip_616,driver_2,2025-07-09 16:25:46,2025-07-09 17:05:46,51 Harper Bend,1125 Merced Shore,48.13,completed
trip_617,driver_1,2025-07-09 16:57:30,2025-07-09 17:26:30,1158 Elwood Gardens,686 Shoup Road,7.18,completed
trip_618,driver_48,2025-07-09 16:03:06,2025-07-09 16:08:06,1113 Kinzey Court,392 Heather Pass,11.45,completed
trip_619,driver_38,2025-07-09 16:02:58,2025-07-09 16:44:58,1199 Saint Francis Cove,697 Washburn Expressway,36.56,completed
trip_620,driver_50,2025-07-09 16:33:30,2025-07-09 16:59:30,26 Winter Boulevard,65 Goettingen Viaduct,36.26,completed
trip_621,driver_15,2025-07-09 16:10:36,2025-07-09 16:34:36,1155 Keppler Rapids,552 Rockaway Road,15.45,completed
trip_622,driver_4,2025-07-09 16:26:57,2025-07-09 16:37:57,81 Raycliff Route,488 Surrey Lane,43.06,completed
trip_623,driver_17,2025-07-09 16:04:00,2025-07-09 16:42:00,,987 Toledo Grove,38.58,completed
trip_624,driver_8,2025-07-09 16:28:15,2025-07-09 16:37:15,398 Lottie Bennett Manor,217 Coventry Row,36.59,completed
trip_625,driver_38,2025-07-09 16:49:44,2025-07-09 17:28:44,1036 Fontinella Boulevard,205 Hillview Court,39.12,completed
trip_626,driver_21,2025-07-09 16:10:29,2025-07-09 16:49:29,574 Escolta Grove,521 Pelton Route,14.76,completed
trip_627,driver_40,2025-07-09 16:54:36,2025-07-09 17:45:36,,1256 Johnstone Court,16.12,completed
trip_628,driver_13,2025-07-09 16:10:21,2025-07-09 16:30:21,313 Kendall Field,693 Southwood Motorway,45.56,completed
trip_629,driver_10,2025-07-09 16:04:32,2025-07-09 16:44:32,465 Henry Adams Junction,428 Oshaughnessy Arcade,24.74,completed
trip_630,driver_37,2025-07-09 16:09:57,2025-07-09 16:45:57,307 Webb Manor,370 Zeno Estate,13.32,completed
trip_631,driver_37,2025-07-09 16:37:55,2025-07-09 17:03:55,333 Lester Hills,535 Coral Cove,33.35,completed
trip_632,driver_21,2025-07-09 16:00:15,2025-07-09 16:27:15,1374 Bosworth Square,716 Kittredge Trail,,completed
trip_633,driver_37,2025-07-09 16:15:04,2025-07-09 17:08:04,,703 Powell Stravenue,27.78,completed
trip_634,driver_27,2025-07-09 16:37:42,2025-07-09 16:58:42,,190 Sonoma Trail,36.63,completed
trip_635,driver_20,2025-07-09 16:09:57,2025-07-09 16:20:57,416 Shakespeare Estate,177 Zoe Station,7.51,completed
trip_636,driver_16,2025-07-09 16:53:22,2025-07-09 17:10:22,312 Anthony Bypass,348 South Van Horn Crescent,,in_progress
trip_637,driver_35,2025-07-09 16:54:16,2025-07-09 17:17:16,1230 Loehr Freeway,276 Whittier Boulevard,44.89,completed
trip_638,driver_5,2025-07-09 16:38:12,2025-07-09 17:35:12,1019 Burrows Rapids,889 Behr Landing,34.03,completed
trip_639,driver_35,2025-07-09 16:17:54,2025-07-09 16:25:54,779 Jose Sarria Ranch,792 Washburn Heights,34.62,completed
trip_640,driver_40,2025-07-09 16:56:16,2025-07-09 17:21:16,902 Jordan Run,1017 Dixie Park,8.69,completed
trip_641,driver_15,2025-07-09 16:57:48,2025-07-09 17:31:48,,648 Mercato Parkway,13.66,completed
trip_642,driver_34,2025-07-09 16:09:58,2025-07-09 17:01:58,726 Southwood Pike,1219 Miley Gardens,19.47,completed
trip_643,driver_50,2025-07-09 16:34:18,2025-07-09 17:25:18,562 Avenue C Hills,89 Blairwood Pike,39.41,completed
trip_644,driver_49,2025-07-09 16:57:34,2025-07-09 17:07:34,897 Grenard Row,971 Lakeshore Estate,28.04,completed
trip_645,driver_34,2025-07-09 16:59:14,2025-07-09 17:47:14,792 Caledonia Creek,387 Watt Square,34.06,completed
trip_646,driver_13,2025-07-09 16:32:44,2025-07-09 16:41:44,233 Cameo Green,893 Divisadero Avenue,7.7,completed
trip_647,driver_30,2025-07-09 16:14:51,2025-07-09 16:58:51,169 Pierpoint Ferry,181 Harney Court,18.3,in_progress
trip_648,driver_18,2025-07-09 16:55:15,2025-07-09 17:46:15,325 Allston Extension,1017 Sunglow Field,25.58,completed
trip_649,driver_10,2025-07-09 16:51:32,2025-07-09 17:21:32,1206 Salinas Manor,853 Balceta Hill,29.46,completed
trip_650,driver_39,2025-07-09 16:19:33,2025-07-09 16:57:33,1141 Colonial Mall,1035 Vara Walk,10.55,cancelled
trip_651,driver_2,2025-07-09 16:41:19,2025-07-09 17:20:19,1366 Harrington Center,730 Augusta Junction,26.81,completed
trip_652,driver_5,2025-07-09 16:00:20,2025-07-09 16:33:20,142 Boyd Trail,1022 Walnut Walk,20.13,completed
trip_653,driver_43,2025-07-09 16:21:14,2025-07-09 17:08:14,1280 Sea View Pike,965 Dawson Rapids,5.38,cancelled
trip_654,driver_14,2025-07-09 16:53:41,2025-07-09 17:44:41,199 Rosemary Ranch,97 Santa Barbara Annex,39.82,in_progress
trip_655,driver_17,2025-07-09 16:56:24,2025-07-09 17:27:24,410 Wilder Mall,739 Benton Ranch,29.85,in_progress
trip_656,driver_14,2025-07-09 16:35:11,2025-07-09 16:51:11,1091 Sal Bridge,1328 Kohler Station,13.02,completed
trip_657,driver_40,2025-07-09 16:09:00,2025-07-09 16:31:00,31 Brussels Mall,45 Bocana Mews,37.37,completed
trip_658,driver_36,2025-07-09 16:31:50,2025-07-09 17:03:50,712 Campbell Pike,237 Alhambra Rapids,22.4,completed
trip_659,driver_36,2025-07-09 16:37:30,2025-07-09 17:03:30,908 Naples Ferry,1329 Warren Terrace,40.33,in_progress
trip_660,driver_2,2025-07-09 16:06:18,2025-07-09 16:23:18,958 Chestnut Gardens,506 Jewett Turnpike,22.24,completed
trip_661,driver_8,2025-07-09 16:50:45,2025-07-09 17:11:45,127 Terra Vista Run,1155 Steuben Manor,31.58,completed
trip_662,driver_22,2025-07-09 16:06:50,2025-07-09 16:47:50,540 Spencer Mall,778 Gladeview Terrace,42.57,completed
trip_663,driver_37,2025-07-09 16:18:57,2025-07-09 16:38:57,670 Carter Annex,287 Goethe Place,12.78,completed
trip_664,driver_24,2025-07-09 16:42:20,2025-07-09 16:48:20,1118 Starview Hills,1378 Pink Turnpike,26.39,cancelled
trip_665,driver_49,2025-07-09 16:08:14,2025-07-09 17:06:14,408 Bayside Village Pass,482 Bigelow Pike,,cancelled
trip_666,driver_15,2025-07-09 16:57:28,2025-07-09 17:16:28,1262 Seville Street,986 Rosa Parks Annex,8.63,completed
trip_667,driver_36,2025-07-09 16:03:36,2025-07-09 16:16:36,,8 Bernal Heights Hills,29.64,completed
trip_668,driver_35,2025-07-09 16:36:40,2025-07-09 17:04:40,744 Plymouth Circle,870 San Buenaventura Hills,8.49,completed
trip_669,driver_38,2025-07-09 16:47:46,2025-07-09 17:35:46,970 Perine Motorway,247 Crespi Turnpike,39.74,completed
trip_670,driver_17,2025-07-09 16:05:04,2025-07-09 16:23:04,1353 Sansome Bypass,502 Desmond Park,11.93,completed
trip_671,driver_43,2025-07-09 16:08:38,2025-07-09 16:21:38,132 Dorchester Pass,832 Laguna Pass,7.72,completed
trip_672,driver_16,2025-07-09 16:01:32,2025-07-09 16:14:32,105 Lauren Hills,930 El Plazuela Crescent,24.18,completed
trip_673,driver_1,2025-07-09 16:28:10,2025-07-09 16:35:10,157 Charles J Brenham Heights,71 Prado Bypass,43.32,completed
trip_674,driver_42,2025-07-09 16:04:25,2025-07-09 16:38:25,600 Stoneman Freeway,349 Sloat Pike,36.68,completed
trip_675,driver_37,2025-07-09 16:32:18,2025-07-09 17:31:18,817 Redwood Lake,1023 Murray Mews,33.13,completed
trip_676,driver_26,2025-07-09 16:03:13,2025-07-09 16:26:13,366 Shaw Heights,967 San Luis Bridge,14.61,completed
trip_677,driver_11,2025-07-09 16:30:38,2025-07-09 17:10:38,216 Young Stravenue,474 Moreland Lake,27.19,completed
trip_678,driver_14,2025-07-09 16:41:10,2025-07-09 16:58:10,469 Parkhurst Mews,102 Windsor Mill Court,47.56,completed
trip_679,driver_37,2025-07-09 16:40:25,2025-07-09 17:25:25,,994 Cook Terrace,24.01,completed
trip_680,driver_31,2025-07-09 16:27:35,2025-07-09 17:15:35,1148 Digby Ferry,109 Knott Spur,25.71,completed
trip_681,driver_2,2025-07-09 16:01:39,2025-07-09 16:30:39,285 Samoset Hill,908 Arguello Extension,27.76,completed
trip_682,driver_7,2025-07-09 16:17:21,2025-07-09 16:47:21,312 Avenue C Crossing,270 Wilde Junction,23.13,completed
