trip_id,driver_id,user_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_405,driver_6,user_52,2025-07-10 12:45:12,2025-07-10 13:38:12,571 Friedell Gardens,1188 Washburn Route,6.15,completed
trip_406,driver_17,user_45,2025-07-10 19:31:42,2025-07-10 20:12:42,179 Adair Estate,530 Antonio Heights,27.72,in_progress
trip_407,driver_7,user_74,2025-07-10 10:57:20,2025-07-10 11:45:20,1094 Rosemary Extension,414 Norwich Annex,13.16,completed
trip_408,driver_13,user_68,2025-07-09 23:54:22,2025-07-10 00:51:22,8 Maiden Run,344 Swiss Trace,18.39,completed
trip_409,driver_3,user_48,2025-07-10 12:54:37,2025-07-10 13:49:37,269 Rhode Island Road,391 Weatherly Trail,10.27,completed
trip_410,driver_9,user_69,2025-07-10 02:40:42,2025-07-10 02:55:42,203 Lawton Hills,943 Sloat Annex,26.96,completed
trip_411,driver_20,user_73,2025-07-10 02:15:03,2025-07-10 02:26:03,,383 Carr Ferry,43.4,completed
trip_412,driver_11,user_74,2025-07-10 08:14:43,2025-07-10 08:19:43,625 Westside Shore,47 Flora Stravenue,11.81,completed
trip_413,driver_6,user_51,2025-07-10 17:49:09,2025-07-10 18:32:09,1177 Middle Point Gardens,534 Lessing Cove,25.2,completed
trip_414,driver_11,user_68,2025-07-10 22:41:20,2025-07-10 23:15:20,340 Battery Caulfield Circle,987 Tulane Crossing,,cancelled
trip_415,driver_13,user_46,2025-07-10 07:40:16,2025-07-10 08:14:16,768 North Hughes Avenue,738 Lyell Pass,7.66,completed
trip_416,driver_9,user_63,2025-07-10 19:59:45,2025-07-10 20:57:45,946 Sylvan Square,98 Archer Alley,42.8,completed
trip_417,driver_19,user_55,2025-07-10 12:04:04,2025-07-10 12:43:04,344 Loehr Park,1297 Jackson Point,,completed
trip_418,driver_17,user_72,2025-07-10 19:40:07,2025-07-10 20:30:07,127 Sunnyside Arcade,623 Avenue F Viaduct,48.98,completed
trip_419,driver_15,user_78,2025-07-10 16:39:29,2025-07-10 17:24:29,1371 Divisadero Center,292 Fort Funston Square,36.5,completed
trip_420,driver_8,user_50,2025-07-10 17:38:42,2025-07-10 18:18:42,939 Page Trail,1063 Raycliff Motorway,,in_progress
trip_421,driver_9,user_66,2025-07-10 03:25:55,2025-07-10 04:21:55,603 Wayne Center,714 Fresno Expressway,16.24,completed
trip_422,driver_5,user_71,2025-07-10 17:48:13,2025-07-10 18:42:13,120 Lower Fort Mason Mews,844 Exposition Rapids,32.61,completed
trip_423,driver_13,user_73,2025-07-10 11:53:26,2025-07-10 12:22:26,1069 Theresa Cove,789 Cambridge Hills,34.32,in_progress
trip_424,driver_18,user_67,2025-07-10 21:14:09,2025-07-10 21:56:09,93 Brady Street,,23.71,completed
trip_425,driver_8,user_51,2025-07-10 00:54:20,2025-07-10 01:36:20,929 De Long Bypass,,6.19,completed
trip_426,driver_17,user_59,2025-07-10 02:39:41,2025-07-10 03:13:41,950 San Felipe Pike,803 Colin P Kelly Jr Circle,,in_progress
trip_427,driver_2,user_70,2025-07-09 23:59:07,2025-07-10 00:51:07,381 Rossi Expressway,1255 Harrison Crescent,,completed
trip_428,driver_13,user_69,2025-07-09 23:45:48,2025-07-10 00:22:48,982 Beach Crossing,1263 Galvez Highway,16.77,in_progress
trip_429,driver_18,user_67,2025-07-10 12:58:30,2025-07-10 13:13:30,593 Annie Turnpike,580 Carnelian Garden,27.16,completed
trip_430,driver_5,user_53,2025-07-10 18:39:20,2025-07-10 19:28:20,52 Shoup Hills,1386 Cowell Terrace,23.98,completed
trip_431,driver_2,user_63,2025-07-10 20:40:34,2025-07-10 21:33:34,184 Merrill Turnpike,11 Carl Parkway,17.36,completed
trip_432,driver_9,user_58,2025-07-10 06:24:22,2025-07-10 06:43:22,646 Darrell Canyon,471 Elwood Lake,26.93,completed
trip_433,driver_17,user_57,2025-07-10 05:18:30,2025-07-10 06:01:30,668 Balboa Creek,872 Cleary Stravenue,33.19,completed
trip_434,driver_7,user_62,2025-07-10 18:28:22,2025-07-10 19:01:22,233 Lake Merced Center,203 Modoc Street,18.95,completed
trip_435,driver_14,user_48,2025-07-10 06:13:26,2025-07-10 06:49:26,1323 Rosa Parks Viaduct,316 Mono Junction,,cancelled
trip_436,driver_20,user_75,2025-07-10 09:42:37,2025-07-10 10:04:37,479 Robert Kirk Pike,616 San Leandro Run,29.3,completed
trip_437,driver_9,user_51,2025-07-10 18:55:39,2025-07-10 19:35:39,973 Sanches Walk,1285 Desmond Creek,13.33,completed
trip_438,driver_19,user_58,2025-07-10 09:29:48,2025-07-10 10:19:48,1174 Monticello Arcade,598 Angelos Square,38.34,completed
trip_439,driver_12,user_59,2025-07-10 00:10:33,2025-07-10 00:38:33,1223 Lansdale Glen,1283 West Crystal Cove Terrace,11.75,completed
trip_440,driver_14,user_69,2025-07-10 07:45:58,2025-07-10 08:14:58,878 Santiago Creek,869 Bay Lane,5.84,completed
trip_441,driver_20,user_63,2025-07-10 23:06:30,2025-07-10 23:51:30,799 Chester Cove,961 Frank Norris Point,47.78,completed
trip_442,driver_12,user_75,2025-07-10 08:22:43,2025-07-10 08:58:43,190 Ruger Avenue,985 Wheat Run,26.99,completed
trip_443,driver_13,user_72,2025-07-10 10:01:48,2025-07-10 10:40:48,783 Bruce Highway,220 Perine Shore,15.62,completed
trip_444,driver_11,user_61,2025-07-10 09:45:21,2025-07-10 10:23:21,382 Howard Point,524 Bosworth Hill,18.06,completed
trip_445,driver_18,user_75,2025-07-10 19:27:24,2025-07-10 19:35:24,1133 Clearfield Expressway,1176 Escondido Court,43.0,completed
trip_446,driver_4,user_73,2025-07-10 04:19:51,2025-07-10 04:41:51,247 Saint Croix Expressway,290 Tandang Sora Estate,27.9,completed
trip_447,driver_17,user_70,2025-07-10 09:40:24,2025-07-10 10:22:24,1212 Roselyn Point,569 Mallorca Station,29.22,completed
trip_448,driver_18,user_53,2025-07-10 14:28:37,2025-07-10 15:04:37,,1089 Eugenia Drive,34.52,completed
trip_449,driver_9,user_60,2025-07-10 01:42:32,2025-07-10 02:30:32,516 Water Loop,884 Ford Hills,8.91,completed
trip_450,driver_2,user_75,2025-07-10 00:20:09,2025-07-10 01:03:09,642 Elliot Road,1018 Macondray Bridge,5.0,cancelled
trip_451,driver_14,user_68,2025-07-10 14:24:30,2025-07-10 14:40:30,595 Crossover Road,1248 Milan Bridge,20.02,completed
trip_452,driver_3,user_66,2025-07-10 10:06:40,2025-07-10 10:30:40,408 John F Kennedy Circle,374 Rousseau Street,25.09,completed
trip_453,driver_6,user_50,2025-07-10 04:14:49,2025-07-10 05:14:49,21 Maiden Circle,805 Sherman Creek,27.42,completed
trip_454,driver_16,user_66,2025-07-10 16:59:19,2025-07-10 17:17:19,824 Constanso Boulevard,1250 Liberty Alley,15.35,completed
trip_455,driver_3,user_66,2025-07-10 01:40:34,2025-07-10 01:50:34,698 Oakdale Cove,966 Culebra Junction,22.1,completed
trip_456,driver_13,user_67,2025-07-10 04:07:02,2025-07-10 04:46:02,210 Newman Terrace,1346 Monterey Run,21.25,completed
trip_457,driver_20,user_65,2025-07-10 19:00:11,2025-07-10 19:36:11,1329 Caine Station,1234 Knockash Extension,32.41,completed
trip_458,driver_10,user_71,2025-07-10 17:30:28,2025-07-10 18:00:28,971 Commer Heights,357 El Dorado Run,19.9,completed
trip_459,driver_6,user_66,2025-07-10 13:17:34,2025-07-10 13:31:34,817 Parque Bayou,228 Clearfield Junction,12.53,completed
trip_460,driver_17,user_62,2025-07-10 17:14:25,2025-07-10 18:02:25,953 Linda Vista Pine,276 Carver Point,,completed
trip_461,driver_20,user_50,2025-07-10 19:26:19,2025-07-10 20:05:19,1055 Alta Vista Manor,1042 Spears Annex,20.8,completed
trip_462,driver_10,user_76,2025-07-10 20:22:57,2025-07-10 21:21:57,919 Lagunitas Bayou,377 San Jacinto Annex,25.94,cancelled
trip_463,driver_10,user_69,2025-07-10 22:29:09,2025-07-10 23:24:09,644 Delmar Circle,13 Tocoloma Trace,,cancelled
trip_464,driver_13,user_48,2025-07-10 03:02:28,2025-07-10 03:52:28,813 Spofford Freeway,863 El Plazuela Row,25.26,completed
trip_465,driver_10,user_54,2025-07-10 11:32:47,2025-07-10 12:22:47,253 Vesta Canyon,1240 Decatur Loop,27.91,completed
trip_466,driver_19,user_77,2025-07-10 06:42:33,2025-07-10 07:15:33,,1088 Crescio Ranch,40.8,completed
trip_467,driver_2,user_56,2025-07-10 16:50:10,2025-07-10 17:19:10,1055 Old Decatur Rapids,1076 English Pass,30.63,completed
trip_468,driver_8,user_48,2025-07-10 15:26:40,2025-07-10 15:41:40,1156 Cochrane Bayou,1014 North Hughes Parkway,34.28,completed
trip_469,driver_2,user_50,2025-07-10 09:32:08,2025-07-10 10:20:08,496 Concourse Lake,176 Flood Junction,45.25,completed
trip_470,driver_20,user_55,2025-07-10 21:54:55,2025-07-10 22:26:55,675 Broderick Court,53 Dr Tom Waddell Ranch,46.62,completed
trip_471,driver_14,user_48,2025-07-10 05:00:12,2025-07-10 05:37:12,925 Norton Trail,835 Underwood Spur,10.96,completed
trip_472,driver_19,user_67,2025-07-10 09:32:15,2025-07-10 10:24:15,1359 Clipper Manor,1322 Ramsel Lodge,31.06,completed
trip_473,driver_14,user_52,2025-07-10 18:14:33,2025-07-10 19:12:33,1356 Lupine Manor,821 Dr Carlton B Goodlett Stravenue,27.78,completed
trip_474,driver_15,user_51,2025-07-10 23:07:10,2025-07-10 23:59:10,647 Levant Manor,430 Fair Crescent,42.3,completed
trip_475,driver_1,user_61,2025-07-10 00:43:43,2025-07-10 01:19:43,1316 Morris Row,310 Avenue Of The Palms Grove,25.78,completed
trip_476,driver_14,user_74,2025-07-10 03:24:52,2025-07-10 03:31:52,1277 Lake Merced Hill Road,1090 Harney Ranch,40.09,completed
trip_477,driver_11,user_65,2025-07-10 18:47:17,2025-07-10 19:11:17,1163 Walnut Spur,909 Amber Lodge,28.91,completed
trip_478,driver_17,user_73,2025-07-10 13:19:55,2025-07-10 13:56:55,1021 San Rafael Canyon,1155 Lisbon Square,18.46,completed
trip_479,driver_12,user_74,2025-07-10 18:50:20,2025-07-10 19:35:20,888 Clara Shore,603 Marengo Drive,,cancelled
trip_480,driver_11,user_72,2025-07-10 00:13:55,2025-07-10 00:26:55,1031 Steveloe Glen,1275 Delano Ranch,15.78,in_progress
trip_481,driver_2,user_59,2025-07-10 13:51:09,2025-07-10 14:23:09,1007 Amatista Gardens,952 Reardon Ranch,,in_progress
trip_482,driver_18,user_68,2025-07-10 22:39:05,2025-07-10 23:28:05,601 Judson Point,520 Third Cove,7.25,completed
trip_483,driver_12,user_70,2025-07-10 07:19:30,2025-07-10 07:31:30,605 Beatrice Terrace,242 Dawnview Station,22.47,completed
trip_484,driver_5,user_77,2025-07-10 09:00:26,2025-07-10 09:45:26,1223 Junipero Serra Pine,478 Hoffman Loop,45.05,completed
trip_485,driver_1,user_75,2025-07-10 16:06:18,2025-07-10 16:51:18,645 Lillian Heights,45 Pope Expressway,47.79,completed
trip_486,driver_4,user_59,2025-07-10 01:59:26,2025-07-10 02:27:26,963 Middlefield Highway,1226 Vega Avenue,41.76,completed
trip_487,driver_12,user_52,2025-07-10 21:12:29,2025-07-10 21:35:29,682 Moncada Pine,149 Gloria Landing,49.86,completed
trip_488,driver_16,user_77,2025-07-10 09:49:36,2025-07-10 10:39:36,1359 Badger Path,852 High Ranch,,completed
trip_489,driver_16,user_59,2025-07-10 01:25:23,2025-07-10 01:56:23,22 Dewitt Shore,1265 Avenue C Circle,37.45,completed
trip_490,driver_9,user_68,2025-07-10 20:22:23,2025-07-10 21:08:23,556 Crespi Highway,1035 Sunnyside Rapids,14.87,completed
trip_491,driver_6,user_67,2025-07-10 12:45:53,2025-07-10 13:08:53,916 Tacoma Viaduct,910 Park Road,32.17,completed
trip_492,driver_20,user_63,2025-07-10 06:11:03,2025-07-10 06:24:03,26 Venus Street,578 Imperial Street,26.89,completed
trip_493,driver_18,user_50,2025-07-10 07:33:21,2025-07-10 08:22:21,1190 Croaker Bypass,568 Munich Plaza,35.2,completed
trip_494,driver_2,user_65,2025-07-10 16:51:48,2025-07-10 17:38:48,671 Masonic Center,1132 Reuel Bayou,36.26,cancelled
trip_495,driver_20,user_60,2025-07-10 14:15:29,2025-07-10 14:39:29,,,30.04,in_progress
trip_496,driver_9,user_73,2025-07-10 16:49:24,2025-07-10 16:59:24,226 Lakeview Loop,584 Golf Course Heights,32.16,completed
trip_497,driver_9,user_66,2025-07-10 08:17:39,2025-07-10 08:32:39,745 Macondray Center,612 Fortuna Hill,7.66,completed
trip_498,driver_3,user_55,2025-07-10 10:20:28,2025-07-10 10:30:28,1096 Alpine Freeway,104 Kingston Plaza,38.7,completed
trip_499,driver_2,user_76,2025-07-10 00:21:40,2025-07-10 00:34:40,461 Pacific Path,190 Amity Point,41.83,completed
trip_500,driver_2,user_75,2025-07-10 18:50:30,2025-07-10 19:13:30,696 Troy Point,838 Harbor Route,7.14,cancelled
trip_501,driver_18,user_55,2025-07-10 15:33:43,2025-07-10 15:51:43,101 Rosella Stravenue,34 Capp Parkway,23.04,completed
trip_502,driver_14,user_45,2025-07-10 20:22:22,2025-07-10 20:37:22,572 Grote Grove,1134 Casa Lodge,47.28,completed
trip_503,driver_17,user_76,2025-07-10 21:42:50,2025-07-10 22:42:50,818 Nancy Pelosi Path,595 Glenhaven Ranch,31.42,cancelled
trip_504,driver_7,user_64,2025-07-10 07:29:05,2025-07-10 07:40:05,506 Battery Blaney Loop,206 Water Garden,42.12,in_progress
trip_505,driver_13,user_47,2025-07-10 05:15:11,2025-07-10 05:21:11,1330 Espanola Avenue,888 Windsor Mill Park,27.02,completed
trip_506,driver_9,user_63,2025-07-10 11:23:08,2025-07-10 12:11:08,913 Gabilan Manor,109 Miramar Pike,24.36,completed
trip_507,driver_4,user_56,2025-07-10 02:32:03,2025-07-10 03:14:03,1012 Lapidge Circle,35 Castle Motorway,39.18,completed
trip_508,driver_16,user_52,2025-07-10 01:52:12,2025-07-10 02:10:12,1234 Stow Lake Place,954 Brookdale Bayou,5.06,in_progress
trip_509,driver_2,user_69,2025-07-10 17:12:33,2025-07-10 17:55:33,1049 Heritage Lane,1148 Ninth Lodge,14.37,completed
trip_510,driver_8,user_55,2025-07-10 03:57:33,2025-07-10 04:55:33,116 Arelious Walker Pine,394 Turk Viaduct,23.13,completed
trip_511,driver_17,user_63,2025-07-10 01:58:57,2025-07-10 02:43:57,,561 Granada Street,49.5,completed
trip_512,driver_4,user_78,2025-07-09 23:57:08,2025-07-10 00:16:08,,905 Kaplan Drive,47.35,completed
trip_513,driver_6,user_57,2025-07-10 20:33:23,2025-07-10 21:06:23,1031 West View Run,983 Moscow Rapids,26.29,completed
trip_514,driver_3,user_49,2025-07-10 22:06:30,2025-07-10 22:52:30,,582 Heritage Pass,28.52,completed
trip_515,driver_18,user_64,2025-07-10 14:29:22,2025-07-10 15:18:22,971 Madrone Bypass,653 Encinal Lane,30.24,completed
trip_516,driver_17,user_67,2025-07-10 04:56:46,2025-07-10 05:37:46,13 Newton Cove,349 Roemer Walk,21.03,completed
trip_517,driver_9,user_71,2025-07-10 18:35:49,2025-07-10 19:19:49,426 Jansen Terrace,701 Northern Avenue,,in_progress
trip_518,driver_18,user_64,2025-07-10 15:28:30,2025-07-10 16:21:30,533 Golding Highway,50 Tioga Path,16.3,completed
trip_519,driver_2,user_71,2025-07-10 19:20:34,2025-07-10 19:45:34,63 Case Court,56 Kern Expressway,28.79,completed
trip_520,driver_4,user_72,2025-07-10 12:45:10,2025-07-10 12:58:10,478 Duboce Green,81 Harlan Heights,48.3,completed
trip_521,driver_3,user_46,2025-07-10 07:15:41,2025-07-10 07:42:41,174 Henry Adams Grove,517 Lyon Terrace,33.58,cancelled
trip_522,driver_10,user_67,2025-07-10 10:29:32,2025-07-10 10:49:32,775 Catalina Field,1296 Arroyo Pass,49.54,completed
trip_523,driver_9,user_59,2025-07-10 09:13:30,2025-07-10 10:13:30,853 Jessie East Circle,629 Kent Ferry,,cancelled
trip_524,driver_19,user_67,2025-07-10 15:39:59,2025-07-10 15:57:59,1268 Cesar Chavez Road,802 Yukon Creek,26.13,completed
trip_525,driver_13,user_74,2025-07-10 01:15:34,2025-07-10 01:24:34,897 Lucerne Avenue,1302 Juanita Expressway,28.92,in_progress
trip_526,driver_2,user_48,2025-07-10 18:31:32,2025-07-10 18:44:32,46 Naglee Spur,914 Scotland Mall,30.52,in_progress
trip_527,driver_5,user_58,2025-07-10 14:42:17,2025-07-10 15:11:17,888 Dakota Canyon,639 Dukes Mews,42.81,completed
trip_528,driver_7,user_50,2025-07-10 02:24:50,2025-07-10 03:15:50,749 Toyon Point,510 Shields Turnpike,21.43,cancelled
trip_529,driver_13,user_73,2025-07-10 02:55:12,2025-07-10 03:46:12,1194 Lori Point,1229 Hearst Canyon,48.34,completed
trip_530,driver_9,user_52,2025-07-10 10:00:12,2025-07-10 10:33:12,1006 Hamilton Parkway,608 State Route,40.15,completed
trip_531,driver_18,user_53,2025-07-10 00:49:46,2025-07-10 01:36:46,1209 Hancock Park,1055 Hollis Plaza,39.26,completed
trip_532,driver_15,user_61,2025-07-10 02:12:33,2025-07-10 02:40:33,6 Faxon Glen,108 Orchard Terrace,30.23,completed
trip_533,driver_18,user_45,2025-07-10 19:14:01,2025-07-10 19:30:01,7 Perimeter Plaza,789 Yukon Heights,34.48,cancelled
trip_534,driver_3,user_75,2025-07-10 11:00:45,2025-07-10 11:32:45,865 Tuscany Cove,1338 Armstrong Motorway,11.55,completed
trip_535,driver_10,user_65,2025-07-10 05:24:09,2025-07-10 05:56:09,512 Hooper Mews,1204 Juanita Route,,in_progress
trip_536,driver_20,user_54,2025-07-10 08:05:43,2025-07-10 08:57:43,1020 Woodland Pass,527 Mclaren Lodge Access Loop,27.94,completed
trip_537,driver_14,user_54,2025-07-10 05:49:27,2025-07-10 05:55:27,61 Merrimac Stravenue,1030 Hollis Spur,42.03,completed
trip_538,driver_9,user_75,2025-07-10 16:31:04,2025-07-10 16:36:04,316 Pollock Estate,647 Perine Pass,25.15,completed
trip_539,driver_12,user_60,2025-07-10 12:58:52,2025-07-10 13:37:52,91 Flood Hills,440 Marsily Highway,,completed
trip_540,driver_16,user_51,2025-07-10 11:23:41,2025-07-10 11:43:41,1025 Zoo Parkway,984 Lois Stravenue,31.71,completed
trip_541,driver_18,user_53,2025-07-10 00:11:45,2025-07-10 00:41:45,412 Thorp Terrace,645 Brooklyn Avenue,43.21,completed
trip_542,driver_13,user_58,2025-07-10 06:58:26,2025-07-10 07:09:26,,1380 Helena Manor,11.53,completed
trip_543,driver_18,user_68,2025-07-10 01:02:08,2025-07-10 01:51:08,780 Stockton Square,113 Barnard Spur,19.8,completed
trip_544,driver_10,user_75,2025-07-10 15:09:47,2025-07-10 16:02:47,1067 Wool Motorway,243 Reddy Estate,45.54,completed
trip_545,driver_10,user_74,2025-07-10 13:19:17,2025-07-10 13:35:17,1137 Donahue Extension,775 El Mirasol Lane,48.64,completed
trip_546,driver_7,user_74,2025-07-09 23:48:31,2025-07-10 00:18:31,1036 Treasure Island Landing,955 Colonial Road,20.32,completed
trip_547,driver_11,user_63,2025-07-10 20:30:12,2025-07-10 20:46:12,359 Matthew Garden,759 El Dorado Street,11.44,completed
trip_548,driver_20,user_55,2025-07-10 03:55:26,2025-07-10 04:19:26,1 Lester Bend,637 Ford Place,25.2,completed
trip_549,driver_16,user_48,2025-07-10 02:18:37,2025-07-10 03:18:37,398 Sweeny Junction,866 Paraiso Lake,36.81,completed
trip_550,driver_18,user_60,2025-07-10 12:12:47,2025-07-10 12:31:47,1268 Emmett Drive,1220 Plymouth Viaduct,46.67,completed
trip_551,driver_2,user_54,2025-07-10 22:49:01,2025-07-10 23:13:01,882 Westwood Lake,693 Phelps Pass,24.77,completed
trip_552,driver_14,user_47,2025-07-10 01:43:15,2025-07-10 02:01:15,33 Ironwood Center,1130 E Gardens,29.8,in_progress
trip_553,driver_17,user_59,2025-07-10 20:59:48,2025-07-10 21:30:48,330 Prentiss Viaduct,338 Drummond Plaza,38.93,completed
trip_554,driver_20,user_69,2025-07-10 08:54:48,2025-07-10 09:39:48,,397 Hill Point Drive,14.35,completed
trip_555,driver_19,user_75,2025-07-10 08:26:19,2025-07-10 08:34:19,1206 Edie Garden,1288 Warren Mews,12.15,in_progress
trip_556,driver_20,user_70,2025-07-10 02:10:08,2025-07-10 02:21:08,22 Font Landing,1220 Elliot Creek,,in_progress
trip_557,driver_19,user_60,2025-07-10 19:48:55,2025-07-10 20:04:55,237 Cordova Loop,185 Leona Avenue,48.44,completed
trip_558,driver_6,user_62,2025-07-10 01:22:37,2025-07-10 02:11:37,493 Powhattan Rapids,1085 Tapia Terrace,48.72,completed
trip_559,driver_5,user_57,2025-07-10 01:50:23,2025-07-10 02:47:23,1385 Safira Freeway,,45.09,completed
trip_560,driver_4,user_45,2025-07-10 20:01:43,2025-07-10 20:21:43,480 Duncan Crossing,1082 Hampshire Rapids,46.74,completed
trip_561,driver_4,user_66,2025-07-10 08:51:08,2025-07-10 09:37:08,241 California Pass,996 Meda Drive,36.71,completed
trip_562,driver_16,user_62,2025-07-10 20:43:14,2025-07-10 21:15:14,215 Bannan Hill,1374 Delaware Arcade,,in_progress
trip_563,driver_19,user_68,2025-07-10 18:56:40,2025-07-10 19:42:40,918 Myrtle Spur,1283 Princeton Hills,47.58,cancelled
trip_564,driver_16,user_72,2025-07-10 04:43:18,2025-07-10 05:40:18,604 Lundys Loop,345 Aptos Hill,27.93,completed
trip_565,driver_7,user_70,2025-07-10 08:16:20,2025-07-10 08:25:20,509 Walkway Cove,167 Faxon Grove,36.88,in_progress
trip_566,driver_20,user_73,2025-07-10 05:42:16,2025-07-10 05:50:16,1149 Owen Highway,1398 Brussels Glen,44.13,completed
trip_567,driver_5,user_63,2025-07-10 01:53:23,2025-07-10 02:31:23,177 Perine Crescent,1287 Bigelow Lane,,completed
trip_568,driver_1,user_61,2025-07-10 20:07:06,2025-07-10 20:44:06,810 Winfield Canyon,9 Burr Avenue,23.5,completed
trip_569,driver_13,user_64,2025-07-10 13:02:41,2025-07-10 13:11:41,1139 Kobbe Ferry,684 Esquina Mall,48.93,completed
trip_570,driver_19,user_63,2025-07-10 19:50:30,2025-07-10 20:46:30,738 Pilgrim Run,719 Arthur Extension,35.72,completed
trip_571,driver_4,user_53,2025-07-10 16:39:36,2025-07-10 17:08:36,1150 Gladstone Bayou,,,in_progress
trip_572,driver_9,user_67,2025-07-10 21:56:00,2025-07-10 22:25:00,697 Natoma Path,,5.63,completed
trip_573,driver_3,user_76,2025-07-10 02:33:25,2025-07-10 03:15:25,8 Waverly Road,1324 Terry A Francois Circle,9.25,completed
trip_574,driver_18,user_55,2025-07-10 04:55:45,2025-07-10 05:53:45,551 Keystone Park,,34.95,completed
trip_575,driver_16,user_48,2025-07-10 13:15:33,2025-07-10 14:01:33,1099 Hooper Parkway,370 Linares Circle,44.21,completed
trip_576,driver_17,user_63,2025-07-10 21:05:35,2025-07-10 21:35:35,311 Capra Landing,1069 Cresta Vista Crossing,27.9,completed
trip_577,driver_20,user_63,2025-07-10 02:11:00,2025-07-10 02:32:00,81 Ford Heights,658 Clifford Trail,14.09,completed
trip_578,driver_7,user_54,2025-07-10 13:51:27,2025-07-10 14:01:27,358 Pacific Place,1392 Randolph Rapids,37.09,completed
trip_579,driver_12,user_66,2025-07-10 07:23:04,2025-07-10 07:33:04,1163 Cowell Green,78 Paramount Loop,22.59,completed
trip_580,driver_11,user_61,2025-07-10 19:25:12,2025-07-10 19:55:12,456 Ames Pine,206 Otter Cove Plaza,,completed
trip_581,driver_11,user_75,2025-07-10 20:41:17,2025-07-10 21:10:17,693 Niantic Park,254 Brooks Viaduct,10.98,completed
trip_582,driver_15,user_67,2025-07-10 08:32:59,2025-07-10 09:25:59,605 Saul Pine,1281 Hawkins Garden,7.74,completed
trip_583,driver_3,user_56,2025-07-10 08:20:12,2025-07-10 09:04:12,90 Bob Kaufman Walk,924 Battery Chamberlin Pass,,cancelled
trip_584,driver_1,user_61,2025-07-10 16:04:43,2025-07-10 16:30:43,815 Church Extension,1098 Mayflower Ferry,9.24,completed
trip_585,driver_3,user_62,2025-07-10 03:10:57,2025-07-10 03:20:57,900 Garrison Road,1348 Egbert Pass,41.97,completed
trip_586,driver_9,user_65,2025-07-10 18:38:38,2025-07-10 19:29:38,505 Santa Paula Creek,246 Loraine Arcade,40.61,completed
trip_587,driver_20,user_70,2025-07-10 02:27:21,2025-07-10 03:20:21,337 Hahn Run,676 Southwood Run,15.99,completed
trip_588,driver_19,user_71,2025-07-10 22:52:54,2025-07-10 23:49:54,,757 Laskie Bayou,36.86,completed
trip_589,driver_18,user_73,2025-07-10 05:18:34,2025-07-10 06:00:34,890 Meacham Pike,1366 Graymalkin Parkway,34.58,completed
trip_590,driver_14,user_61,2025-07-10 08:16:04,2025-07-10 08:48:04,1303 Seacliff Field,938 Milton Grove,6.1,completed
trip_591,driver_12,user_64,2025-07-10 04:55:30,2025-07-10 05:41:30,1198 Teddy Street,765 R Square,40.22,cancelled
trip_592,driver_20,user_71,2025-07-10 00:46:57,2025-07-10 01:14:57,531 Barnard Point,802 Allison Annex,33.46,completed
trip_593,driver_3,user_75,2025-07-10 02:37:57,2025-07-10 03:37:57,108 Walter Path,1119 Ward Glen,36.97,completed
trip_594,driver_15,user_64,2025-07-10 02:22:50,2025-07-10 02:48:50,8 Chabot Bypass,48 Weston Canyon,25.36,completed
trip_595,driver_15,user_45,2025-07-10 08:04:05,2025-07-10 08:14:05,949 Lloyd Bypass,511 Rayburn Extension,27.32,completed
trip_596,driver_8,user_61,2025-07-10 01:56:39,2025-07-10 02:29:39,1078 Chancery Lake,691 Annapolis Row,34.6,completed
trip_597,driver_15,user_46,2025-07-10 14:56:06,2025-07-10 15:20:06,28 Russell Terrace,665 Collins Grove,26.32,completed
trip_598,driver_17,user_46,2025-07-10 06:48:20,2025-07-10 06:53:20,1077 Bannan Glen,325 Walnut Trail,10.52,completed
trip_599,driver_16,user_76,2025-07-10 01:12:46,2025-07-10 01:36:46,1040 Kaplan Walk,45 Dehon Alley,34.99,completed
trip_600,driver_4,user_78,2025-07-10 12:30:24,2025-07-10 13:29:24,1096 Sea View Loop,228 Trinity Trace,48.83,completed
trip_601,driver_4,user_54,2025-07-10 19:26:00,2025-07-10 20:25:00,1392 Potomac Row,1228 Kensington Drive,40.85,in_progress
trip_602,driver_4,user_68,2025-07-10 10:56:06,2025-07-10 11:20:06,1246 Incinerator Expressway,915 San Buenaventura Row,13.89,completed
trip_603,driver_19,user_72,2025-07-10 19:29:23,2025-07-10 20:18:23,1233 Bache Glen,1328 Lunado Bayou,7.25,completed
trip_604,driver_5,user_73,2025-07-10 00:35:44,2025-07-10 01:12:44,910 Escondido Lake,1311 Gold Mine Circle,,cancelled
trip_605,driver_1,user_70,2025-07-10 10:39:40,2025-07-10 10:54:40,775 Taber Run,789 Radio Glen,24.13,completed
trip_606,driver_1,user_70,2025-07-10 06:44:02,2025-07-10 06:59:02,566 East Fort Miley Rapids,1308 Candlestick Cove Court,48.43,completed
trip_607,driver_10,user_76,2025-07-10 08:06:58,2025-07-10 08:19:58,1302 Yale Manor,746 Mountview Plaza,9.15,in_progress
trip_608,driver_6,user_63,2025-07-10 19:01:01,2025-07-10 19:22:01,126 Royal Expressway,1136 Diaz Road,42.35,in_progress
trip_609,driver_10,user_54,2025-07-10 15:42:32,2025-07-10 16:36:32,1201 Briarcliff Mall,94 Cottonwood Trail,44.36,completed
trip_610,driver_20,user_58,2025-07-10 20:25:30,2025-07-10 21:15:30,1064 Southard Row,,,completed
